text,label
"baru kali ini gw semangat n sengaja nontonin video dari channel kementrian wkwk . .. pembawaannya yg bagus, sederhana, n berbobot seperti INI",positif
Hidup Merdeka Belajar,positif
mas Nadiem sungguh inspirator yg hebat. kami menunggu ide jenus selanjutnya.,positif
Terharu banget liat akhirnya.  Selamat bekerja Pak Nadiem!,positif
Bagus sekali.. kebijakan ini hrus terus berlanjut.. .. Salut buat Mendikbud..,positif
pembaruan untuk indonesia,positif
Gile sih nih menteri visioner banget...  panutan deh menteri terbaik satu ini...,positif
Ini baru pejabat KEREN!,positif
Luar biasa,positif
keren,positif
"keren pak, sangat setuju. sukses ",positif
"Akhirnya S1 bisa seseru ini, semoga programnya terlaksana 👏👏👏",positif
dunia kerja sudah tidak butuh ijazah..... nah loh................... kampus harus mengikuti zaman jika tidak ingin mati.....,positif
wah keren ...  Jadi pengen kuliah lagi ...,positif
"bagus sekali pak, terobosan terbaru yg membuat Indonesia makin bersinar",positif
Hormat kami untuk mendikbud,positif
Mantap tegas lugas berbobot,positif
"semoga pendidikan di indonesia makin maju di bawah kepemimpinan Mas Nadiem,,",positif
Mantap pak nadim 👍👍👍,positif
Semangat pak nadim 😊💪💪👍,positif
Inovasilah yg menjadi penggerak utama untuk menjadikan bangsa ini menjadi lebih maju.,positif
Bagus parah! Semoga terlaksana dengan baik sehingga pendidikan Indonesia bisa semakin mendunia.,positif
"Saya mendukung program2 pa mentri, optimis indonesia maju👍",positif
Sebagai dosen millenial saya merinding mendengarkan pemaparan inovasi ini. keren,positif
"Gagasan bagus, semoga tercapai! 👌",positif
Bismillah merdeka belajar,positif
Gak salah Jokowi ambil Mas Makarim jadi Mendikbud...,positif
semoga kebijakan yg direncanakan dapat mendapat apresiasi pihak kampus. Kebijakannya sangat luar biasa,positif
Ini baru yg namanya kebijakan,positif
"Aku seorang Guru yg mencintai dunia Pendidikan, tp setelah mendengar Mas Menteri Nadiem aku jadi Tambah Mencintai Pendidikan.",positif
Ini mentri yg kerja nyata jg. Gak kyk mentri sebelumnya..,positif
berbobot,positif
"Semoga terus Semangat n beruntung, jgn sia sia kan kesempatan Emas ini yaa Kak..",positif
Setuju cok,positif
merdeka,positif
Ya allah berikanlah umur yg panjang n keberkahan untuk hidupnya mas menteri ini..,positif
selalu keren,positif
ayo semangat semuanya berkolaborasi,positif
"Kebijakan nya keren sekali, mahasiswa akan siap pakai di lapangan pekerjaan. ",positif
Semoga semangat ini diiringi dengan kejernihan pikiran n integritas para pelaku yg terlibat,positif
"mantab ini... coba dari dulu udah ada program begitu, kuliah ga pada mau bolos",positif
"kami mendukung n semoga ini terobosan terbaru yg inovatif semoga indonesia ke depan maju, sukses n mendapat rahmat dari Allah SWT.",positif
Saya tunggu kebijakan 3 Semesternya pak Nadiem-  Salam dari mahasiswa i3L,positif
seru nih,positif
"Ya Tuhan semoga sehat selalu kalian semua, mari bangun masa depan bangsa kita!",positif
Luar biasa. Komunikasikan kebijakan disampaikan dgn bahasa praktis. Smoga feodalisme bisa cair. Yg bertahan adalah mrk yg tanggap thd kebijakan baru ini.,positif
"Kampus merdeka diharapkan membasmi mahasiswa &;kagetan&; , kaget dengan dunia kerja, situasi kerja dll",positif
Inovasi yg sangat sangat luar biasa. Sukses pak Mentri ku tercinta. Harus begitu,positif
"luar biasa n cemerlang, masa depan Indonesia mulai terlihat",positif
"harus ada regulasi secara menyeluruh semua institusi di seluruh indonesia. Kataakanlah mhs yg dari PTS ingin belajar di PTN yg punya nama, belum tentu dapat diterima krn pertimbangan bbrp aspek n lainnya. belum yakin saya",negatif
"belum yakin dengan pelaksanaannya, malah jadi \\tladang korup",negatif
"Rasa2nya kampus merdeka sulit dilaksanakan krn pelaku kampus sdh terbiasa mengerjakan rutinitas, bak birokrat layaknya pangrehpraja.. maaf2 saja...!",negatif
Argumen mahasiswa dari Kaltara merupakan salah satu permasalahan yg harus diperhatikan oleh Kemendibud saat ini. Pertanyaan mahasiswa tidak terjawab oleh Pak Menteri.,negatif
"jadikan kampus sebagai tempat belajar bukan tmpt untuk memprogramkan mahasiswa untuk menjadi sesuatu, tdk perlu ijasah cukup transkrip niainya saja,, n siapkan pendidikan profesinya,, yg membutuhkan itu. n jika org ingin menjadi guru maka cek aja transkripnya, mk memenuhi syarat profesi tdk, jadi mahasiswa punya alternatif lain.. jadikan kampus tmpt belajar bukan seperti skrng yakni, tmpt untuk memprogramkan mahasiswa untuk jadi seusatu,, n sosialisasi soal batas wilayah sopan santun, spya ad ruang diskusi, jgn sampai krna ketidaksopanan n sopan membuat org berhenti untuk berargumen,,",negatif
kebijakan ini hanya akan memperbudak mahasiswa,negatif
"banyak kurangnya dari kebijakan ini, belum layak\\n",negatif
Klw Model Begini akan tidak ada jadi Ahli setiap bidangnya. hancur malah,negatif
Kebijakannya apalagi kok ruwet,negatif
harusnya dilakukan semester 678 akan merusak ouput hasil lulusannya Semoga bukan jurus mabok yg jadi kebijakan Kang Menteri n tolong tim FGD kang menteri diperbaiki biar ngak mabok lagi.,negatif
ingat output itu sangat dipengaruhi kualitas input n konsistensi proses  sekalipun memang aturan jgn sampai kaku n dibikin ribet. Kalau masalah akselerasi saya kira bergantung pada kemamampuan seseorang dalam kecepatan menguasai bahan ajar yg harus dicapainya.,negatif
selama ini menurut saya masih mengalami kendala n hambatan hasil kualitasnya jika dibandingkan negara lain terutama dalam hal produktivitas inovasi n menulis budaya  ilmiah.,negatif
"daripada magang di Jakarta, lebih baik bangun daerahnya! Kesempatan itu bukan selalu di Jakarta apalagi anda orang yg berpendidikan seharusnya membantu daerahnya.",negatif
"memang tidak setuju, saya masih ragu ini akan jadi tempat korupsi",negatif
"saya cuman kasihan lulusan nya sedikit yg kerja layak n nganggur, program ini kan sebenarnya ditujukan buat lulusan kayak gitu,",negatif
"lah memang benar kan, coba lihat kurikulumnya, tak satupun yg melibatkan praktek nyata di masyarakat",negatif
"masalah administrasi, bagaiamana pola pembayaran saat terjadi pertukaran, belajar di kampus lain atau magang di industri.. jgn muluk muluk dulu deh pak benerin sistem dulu dari pada buat kebijakan",negatif
Perusahaan terlalu terbebani hidupnya dikarenakan adanya magang tsbt,negatif
buat mabok ntar duitnya,negatif
transparan ga nih? tempat korupsi jgn jangan,negatif
Ladang korupsi yg luas,negatif
kapan politeknik diperhatikan??? ga adil,negatif
buruk sih n sulit menurut saya untuk dilaksanakan,negatif
"Mas mentri n Kemendikbud, tolong juga memperbaiki sistem administrasi kampus... Mau selesai saja susah.. terlalu banyak berkas n persyaratan yg harus kami selesaikan.",negatif
Ladang korupsi banget ini mah,negatif
omdo doang mas\\n,negatif
"pemerataan, kalo tidak ya mending ga usah deh nyusahin doang adanya",negatif
ketahuan deh penggiringan opini. jaring aspirasi dulu jgn asal,negatif
Mas mentri ini kebanyakan konsep aduh makin rumit jadinya\\n,negatif
Kok saya blm dapet ya jawaban mas mentri saat mba desi tanya irisan apa yg indonesia butuhkan saat ini,negatif
"jangan dibuat rumit pak, susah lulus nih ah",negatif
maksudnya ngajar di 3 sekolah yg berbeda ? gila aja,negatif
"bakal rumit sih pak, rakyatnya yg belum siap sepertinya. percuma repot repot bikin kebijakan kalau gagal juga ujungnya",negatif
sulit n berat pelaksanannya,negatif
"plis lah ini akal akalan doang, coba ayo dikritisi jgn mudah tertipu dengan janji manis di depan",negatif
saya masih ragu sebenarnya,negatif
"tolong jgn sibuk menata kebijakan, lihat kondisi lapangan",negatif
bagus di ide tetapi pelaksanannya belum yakin saya,negatif
"haduh, ribet rumit sulit. yg di daerah terpencil ini lho gimana pak?",negatif
"Tapi aku kurang setuju. Disini pak Nadiem seakan kurang memahami bahwa di Indonesia ada 2 sistem pendidikan tinggi. Dimana ada vokasi (biasanya politeknik, akademi, dsb) n juga ada akademik (universitas, sekolah tinggi, institut, dsb) jadi kalau mahasiswa mau magang, n lebih terampil, mereka tinggal pilih syistem pendidikan vokasi yg dimana selalu ada program magang yg diwajibkan oleh pendidikan yg menggunakan system vokasi. Bagi yg tidak mau, tinggal pilih system pendidikan akademi. Bagi yg belum tau bedanya vokasi n akademi, singkatnya vokasi itu banyak prakteknya kaya SMK, sedangkan akademi banyak teorinya kaya SMA.",negatif
"tolong jgn sibuk menata kebijakan, lihat kondisi lapangan",negatif
"terlalu tergesa n tidak maksimal, yg lain terlalu silau sama janji janjinya ",negatif
"tolong cek kondisi lapangan dulu deh pak, percuma kalo ga merata kan sekalipun kebijakan sudah dikemas sedemikian rupa",negatif
kasihan buat orang yg kurang mampu.\\n,negatif
"pemerataan itu wajib, gue mikir akan gagal sama dengan kebijakan terdahulu. masalahnya masih di pemerataan",negatif
Banyak kampus yg gak jelas statusnya sekarang mungkin sebaiknya di perbaiki dulu kampus yg ada itu 😊,negatif
ketimbang magang haduh ngabisin tenaga kalo cuman jadi budak korporat,negatif
pusing ya makin ribet aja mau lulus ,negatif
percuma dibuat kebijakan tp manusianya masih bodoh semua,negatif
"Aduh pak mentri gk tau, semakin ribet proses semakin mendatangkan uang utk pejabat2 korup, kok dipermudah sih prosesnya",negatif
"makin rumit aja sih mas mentri, pusing gue",negatif
pusing makin rumit aja makin ke sini\\n,negatif
rencana doang gak ada aksa sama aja,negatif
Banyak menjual kata kata mas... 100 hari kerja sudah melakukan apa mas.. pidato pidato pemberi harapan ya,negatif
Kampus Merdeka kalau stakeholdernya ngak merdeka akan menghasilkan manusia manusia yg merdeka semu.,negatif
"perencanannya kurang matang, terlalu tergesa. masih ragu banget deh asli",negatif
"Akreditasi bidang kesehatan kenapa dikecualikan, bahkan harus bayar puluhan juta?",negatif
merdeka semu ceritanya,negatif
Persoalan terbesar ada dikampus kampus di daerah. Bagaimana di fasilitasi mahasiswanya untuk bisa belajar 3 semester di laut bebas. Sepertinya kampus n dosennya akan  berdarah darah mengatasi dengan segala persoalannya.,negatif
"Dosen, ketua prodi, dekan, n rektor .. khawatirnya mereka spt mesin tua buku panduan jadul... hihihi",negatif
sdm nya belum mampu melaksanakan sepertinya,negatif
aduh pak\\n,negatif
"yaelah apa lagi ya ini, makin pusing mau lulus",negatif
" pendanaan dikampus banyak kampus yg kekurangan fasilitas seperti Lab, Alat2 praktikum, n relasi baik dalam n luar Negeri itu belum merata",negatif
coba sesi diskusi dengan profesor ahli di bidang masing2 supaya kebijakan2 baru tsb di beri masukan2 soalnya Nadiem ini bukan lulusan pendidikan. gue ragu sih asli ini,negatif
"kebijakan yg nyata aja pak, dalam kondisi pandemi akan sulit ini dilaksanakan. jadi berasa mimpi doang",negatif
Akan tetapi kalau kkn hingga setahun apa tidak malah memberatkan orang tua nya. Dalam segi keuangan???,negatif
"ragu pak, susah kayaknya kalo diterapkan di indo",negatif
"capek kalo omdo, \\n",negatif
"pusing ya pak makin ke sini, ada aj kebijakan yg mempersulit n bikin rumit pendidikan\\n",negatif
"sabar, masih gagasan. kalo pelaksanannya ga becus aduh makin ancurr",negatif
berapa banyak uang lagi yg akan dihamburkan?,negatif
omong kosong\\n,negatif
"masih bingung, kok keknya belum tepat untuk diterapkan dalam waktu dekat. yg dipelosok juga diperhatikan ya pak",negatif
"ragu sih gue, kayak masih abu abu aja\\n",negatif
"akan memakan berapa banyak uang lagi pak? sudah berapa orang yg korupsi saat ini, justru ini akan jadi ladang yg nikmat untuk koruptor",negatif
"antara omdo sama ladang korupsi, belum lagi pasti rumit pelaksanannya. perusahaan juga ga mau kali menyediakan banyak lowongan magang. uang dari mana",negatif
terlalu lama pak durasi magangnya,negatif
jangan sampai Kampus2 Indonesia tercemar Virus2 Islam Radikal yg anti Pluralisme n kebinekaan,negatif
omdo korup\\n,negatif
sebenarnya implisit dari kebijakan ini apa sih? mengeruk dana negara apa gimana,negatif
"Kalo korupsi awas aja, program program kek gini manis di awal doang biasanya",negatif
"yang dikritisi itu kebijakannya, jgn silau sama sosoknya. plis gue masih belum setuju dengan ini",negatif
"merdeka apanya kuliah masih mahal, magang makin lagi, jadi budak doang",negatif
"perencanannya kurang sih, kok saya rasa rumit ya. magangnya terlalu lama juga ",negatif
bagaimana untuk pelaksanaannya? 100 hari menjadi menteri belum ada hasil apapun\\n,negatif
"untuk kedokteran gimana nih, gak adil banget masa",negatif
"berapa banyak uang lagi hanya untuk kebijakan coba coba seperti ini, mending diskusikan secara matang dulu deh. ancur malah kalo asal asalan",negatif
"pemerataan perlu diperhatikan pak, saya tidak terima kalau anak daerah tetap jadi hal yg jadi anak tiri nantinya. kebijakannya rumit n bagian pedalaman akan sulit menerima yg seperti ini. lokasi magang juga tentu sangat terbatas!",negatif
saya pesimis dengan program ini. antara ladang korup atau memang kebijakan yg akan omdo saja\\n,negatif
berapa banyak uang yg dikorup?,negatif
"sama saja outputnya tetap jauh dr iman n taqwa, tetap sekuler, tetap jd budak pro asing asing n tetap jd antek penguasa zalim..",negatif
Kpn diterapkan? seharusnya jgn terlalu lama pak jadinya omdo\\n,negatif
"urusan negara ga ada yg bener, urusan pendidikan juga. rumit deh",negatif
sudah muak dengan wacana\\n,negatif
capek ya omdo doang,negatif
"sulit pak buat diterapkan, SDM nya belum mumpuni n perlu ditingkatkan\\n",negatif
kurang matang pak sebenarnya,negatif
"tempat korupsi dijalankan, tunggu saja",negatif
jangan omdo terus dong :(,negatif
jangan omdo terus dong :(,negatif
"sedih kalau omdo begini, wujud nyatanya belum ada. apakah hanya akan jadi sasaran empuk koruptor?",negatif
korupsi terus jadi sekarat haha lucu sekali negeriku,negatif
apakah pemerintah peduli terhadap Anak indonesia yg ingin sekolah tp kendala biaya..... jgn omdo terus dong :(,negatif
"baru menyimpulkan awal, dilanjutkan dg studi kecil didunia nyata.  jgn omdo terus dong :(",negatif
"jangan sembrono ya pak kalo menerapkan kebijakan apapun, awas",negatif
"sebenarnya sedikit bingung ya, siapa yg akan diuntungkan. omdo pula",negatif
Ditendang tanpa ada pembuktian. Mohon keadilan Pak maz Mentri,negatif
apa lagi nih?,negatif
tolong dikritisi jgn terpengaruh sama janji. saya sangat pesimis dengan kebijakan ini,negatif
"Tolong dikawal betul jgn sampai cuma jadi ladang korupsi, males banget dah",negatif
males deh kalo cuma jadi korupsi,negatif
Saya mengapresiasi terobosan terobosan Pak Mendikbud,negatif
jangan omdo terus dong :(,negatif
KEMENDIKBUD RI tolong lirik sebentar saja masalah yg di hadapi mahasiswa UKI Paulus Makassar saat ini.,negatif
sulit ya pak. kondisi negara kita bagaimana sedangkan kebijakannya terlalu jauh. rakyat belum mampu,negatif
omdo,negatif
omdo hanya akan membuat sengsara. pesimis banget asli,negatif
jangan sampai jadi wadah korupsi nih,negatif
hayo objek baru buat para koruptor,negatif
berangkat,negatif
kebijakan ga jelas lagi,negatif
jangan omdo terus dong :(,negatif
"untuk apa? jgn muluk muluk, benerin sistem dulu",negatif
kasihan banget yg termakan omdo seperti ini,negatif
haha omdo doang,negatif
Kadrun tidak suka,negatif
tolong dong kita punya d1 d2 d3 d4 juga jadi perhatian. n pts yg abal abal tolong juga di benerin...,negatif
"PTS abal-abal dibubarkan saja, ditutup, n pendirinya jgn diberikan kesempatan lagi di lain waktu untuk membuka PTS baru, alias diblok.",negatif
hmm kerjasama pihak ke-3... Gojek termasuk? yaelah,negatif
Kalo omdo udah deh males,negatif
males bikin pusing doang,negatif
Kalo omdo udah deh males,negatif
korupsi lagi nih bau bau,negatif
kita lihat ke depan... sy tahu byk sekali guru besar yg kontra thd beliau.,negatif
di lapangan sebenarnya banyak yg kontra,negatif
kebijakan ngaco,negatif
"aduh kacau, makin gila pendidikan indo",negatif
"klo demikian hrsnya ditutup prodi² penghasil pengangguran artinya sudah jenuh, buka prodi dg tk kebutuhan yg tinggi di pasar kerja spt Diploma / S1 terapan yg lsg dipersiapkan utk kerja buka S1 tp dipaksa ke arah vokasi.",negatif
"Pakkk,  kmi ank ksehatan juga ingin bebas 😢😥",negatif
jangan muluk muluk dulu,negatif
jangan jauh2 dulu mending bikin kebijakan tentang skripsi,negatif
Kalo omdo udah deh males,negatif
Kalo omdo udah deh males,negatif
"Jika waktu kkn akan ditambah, maka biaya yg akan dikeluarkan mhs akan bertambah jg.  Kkn yg 2 bulan saja bisa ngabisin biaya puluhan juta, itu diluar dr spp. Lalu bagaimana solusinya ? Sementara program2 yg dibiaya oleh kampus (seperti proyek dosen  pemerinth) sedikit sekali dibanding dgn mhs  yg kkn biasa. menyulitkan jatuhnya",negatif
aduh uang lagi,negatif
Kalo omdo udah deh males,negatif
DPR masih sering ngancam2; kemarin di rdp anggaran kemendikbud sebagian akan tidak disetujui apabila mas menteri neko2,negatif
Kalo omdo udah deh males,negatif
omdo lagi? mana buktinya,negatif
"jangan muluk2, yg kek gini biasanya ga terlaksana. modal omdo doang",negatif
"saya belum yakin. ga setuju. riset dulu yg bener, daripada gagal malu2in",negatif
kapan dilaksanakan? kelamaan sama aja omdo,negatif
"kampus merdeka, mahasiswanya merdeka tidak? banyak yg ga bisa meneruskan kuliah krn terhimpit biaya. pikirkan juga dong",negatif
program ladang korupsi hahahah,negatif
omdo lagi? mana buktinya,negatif
omdo lagi? mana buktinya,negatif
ragu gue,negatif
budak magang silakan gabung hahha,negatif
omdo lagi? mana buktinya,negatif
"aduh 3 semester, lama bener",negatif
Mau magang dimana bos org perusahaan sudah tak sanggup menerima tenaga kerja,negatif
hadeehh..,negatif
"gimana ya, ragu masih",negatif
resah,negatif
sdm nya masih nol. gagal deh ini udah ngabisin biaya banyak malah gagal,negatif
"rasakan magang 3 semester, mampus",negatif
apa lagi ini? jgn bikin lama lulus ah males,negatif
magang dibayar ga nih? kalo ngga ya podo ae haha,negatif
omdo lagi? mana buktinya,negatif
wadah korupsi yg cukup ditutupi,negatif
magang lama kalau dibayar si gpp. tp kalau pakai biaya sendiri menurut sy gk efisien. Tdk semua jurusan bisa magang di tempat yg dekat ataau setidaknya dibayar,negatif
cuman gak bisa bayangin 🙄,negatif
"Anak fkip denger ini langsung kepikiran berapa banyak uang yg harus mereka keluarkan dengan magang tiga semester :&;)Ada beberapa yg protes, apa gunanya magang tiga semester tp ga digaji.",negatif
kebijakan yg mempersulit n bikin sengsara mahasiswa ya ini,negatif
"Mau magang selamanya Pun, kalau ketersediaan lapangan pekerjaan terbatas sama saja bohong",negatif
mendingan balik aja lu ke gojek,negatif
Itu magang 3 semester tetep bayar kuliah? bangkrut saya,negatif
mahasiswanya yg bangkrut sih kelamaan magang haha,negatif
Wah bakal lebih akrab sama tukang gorengan n mesin fotokopi nih,negatif
Apa apaan Ini ...,negatif
omdo lagi? mana buktinya,negatif
"3 SEMESTER?? HAHAHAHAAAA ..... Pelatihannya yg kerja, senior santai dia yg di gaji.. GW GA SETUJU",negatif
gue ga setuju,negatif
percuma magang 3 semester tp ga ada perusahaan yg nerima haha,negatif
Magangnya dimana ya? tau sendiri susahnya cari tempat magang. menangis,negatif
"ga usah ribet, Bikin skripsi aja dipermudah pak",negatif
"tunggu, saya sbg salah satu mahasiswa di kota surabaya sih gak masalah.. bagaimana untuk anak daerah? akan kesulitan untuk magang",negatif
omdo lagi? mana buktinya,negatif
Biasanya pemikiran Radikal model gini bnyk ditentang kalangan kolot yg didominasi aki2 yg gk ngerti perkembangan zaman,negatif
"Menurut saya dosen dosen juga harus dibimbing agar dapat mengikuti n menyukseskan program ini, kalo mereka belum bisa ya sama aja. gagal pasti program ini pak",negatif
omdo lagi? mana buktinya. asal digaji gapapa,negatif
Di kampus kami magang dihapuskan pak percuma,negatif
Tapi masalahnya tempat mana yg mau menerima anak magang sampe 3 semester? :( rata rata magang 3 sampai 6 bulanan itu udah termasuk lama banget :(,negatif
"Kasian yg belum kerja saingannya bukan hanya sesama pelamar kerja tp sekarang ditambah sama anak magang alhasil perusahaan lebih memilih anak magang karena biayanya lebih rendah, alhasil Indonesia kekurangan lapangan kerja, sekarang aja lapangan kerja masih sedikit menurut saya kurang efektif untuk pelamar kerja yg blum kerja karena saingan mereka semakin banyak.....",negatif
Gak bisa kuliah sambil kerja lagi dong kasian yg karyawan,negatif
"percuma sih pak, manusia nya belum siap",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
generasi kagetan mana bisa,negatif
MATAMU,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
ragu sih sebenernya,negatif
Kurang tepat kalau dibilang magang 3 semester.,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
Ukt 3 semester gimana pak? bangkrut dong,negatif
"Masalahnya kampus banyak, tmpat magang dikit",negatif
"Mau magang berapa bulan pun gak ada pengaruhnya bagi jaminan kerja. Tuh magang cuma disuruh bersih bersih n stempel berkas apaan tuh,,, gak kembangkan keahlian. Malah enak perusahaan yg gaji rendah anak magang lama kerjanya dikit bahkan gratis upah hahahahahahahhaha",negatif
tempat magang nya dikit pak aduh,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
tidak pantas,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
SMK gue magang 2 semester.... Ambyar bray.. Wkwkwk,negatif
Magang bayarnya lebih mahal mas menteri dari pada perkuliahan di kelas n lab.,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
Iya. Krn magang tuh cuma d suruh2 hal2 remeh doang. Fotocopi selama 3 semester. Bukan tambah pintar tambah dodol. apalagi klw pegawainya jg malas buat kasi kerjaan yg bener2 kita butuhkan,negatif
"3 semester disuruh2, biasanya sih disuruh fotokopi ama beli mkan siang wkwk. Kagak digaji lg 3 semester",negatif
Kalo ga digaji 3 semester mah berat tuh bro wkwk,negatif
"Udah gak digaji, eh pas perpisahan dimintai kenang kenangan lagi sama instansi orang2 di tempat magang, pait bro",negatif
"Ga ngerti dah, mahasiswa di desain jadi pekerja? Atau jadi profesional? Buat apa ada vokasi/ politeknik?",negatif
Tapi yg menjadi kendala yg kuliah bukan hanya 100 orang saja. tp melebihi dari itu. n tempat2 magang diperusahaan itu tidak semudah yg dibayangkan. Belum lagi mahasiswa yg ingin magang itu tidak sedikit jumlahnya.,negatif
Tidak tercapai tujuan dari magang yaitu untuk mengerti bagaimana pengaplikasian ilmu dalam pekerjaan.,negatif
Magang 3 smester tp harus digaji !!!,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
Kerja rodi 3 semester,negatif
Program magang harus diawasi n diatur. jgn sampai mahasiswa magang 3 semester tp cuma jadi tukang fotokopi.,negatif
Wkkw😂 gak ada tempat magang lagi,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
Dan perusahaan yg terima magang juga harus betul tegas ke anak magangnya.,negatif
magang fotokopi,negatif
Namun harus tetap diingat bahwa untuk setiap kebijakan harus disertai dengan payung hukum n aturan yg jelas sebagai pengikat.,negatif
"Magang 1 bulan cari kerja susah karna kurang pengalaman, nasib mahasiswa skarang",negatif
"kampus belum siap, hasilnya akan nol. percuma\\n",negatif
"dia lupa ada Jurusan Lain yg Gak butuh Terapan, Contoh Sastra Indonesia, Sejarah, Sosiologi, dll\\n",negatif
apa lagi ya ini? pusing gue,negatif
"klo 3 bulan 6 bulan terlalu singkat hanya tau, tp belum paham betul\\n",negatif
magang 1 semester tanpa dibayar demi selembar sertifikat 🤣,negatif
perusahaan langsung bangkrut haha,negatif
ga setuju\\n,negatif
"hasil akan berbicara, biasanya kek begini bakal omdo aja",negatif
3 semester dapet gaji ? ogah kalo ga digaji. capek jadi budak,negatif
nyari tempat magang aje susah :v,negatif
"sudah biasa jadi budak, rodi tiap hari\\n",negatif
"makin susah mau lulus, nasib\\n",negatif
jaman kuliah dulu gua magang sambil kerja n ga dpt gaji .emang nasib..😄,negatif
"diliat jalan nggak, ngaruh nggak nya dulu. Sekalian buat diliat sistemnya seperti apa yg baik, apakah masih bayar spp atau gak dsb",negatif
"mahasiswa indonesia males males pak orangnya, percuma",negatif
"Baru beberapa minggu yg lalu selesai magang nih, jadi budak bro. gue kurang setuju sih program ini mengharuskan magang 3 smt huft",negatif
Saya sangat senang bila pak nadiem makarim menghapus SKRIPSI ketimbang menerapkan kebijakan ini omdo doang sukses kagak,negatif
gua magang aja seminggu 3 minggu libur wkkw apa yg bisa didapat coba?,negatif
Waduh pak gua udah terlanjur ambil cuti 2 smt tu gimana......😑😑😑,negatif
"Tidak semua perusahaan menerima magang selama itu pak, kalo bisa sih ada kebijakan tersendiri nanti dikasih buat perusahaan n ++nya juga buat mahasiswa yg magang misal kaya uang jajan😅",negatif
tapi indo masih jauh dah sepertinya. sulit mau nerapin sistem kompleks kek gini,negatif
Yaelah pak pak.. udah lulus saya\\n,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"mau ngapain sih, omdo doang\\n",negatif
Soalnya kalau magang pun (untuk jurusan tertentu dimana magang di perusahaan) seringnya lebih banyak suruh fotokopi dari pada ilmu. Kami berat meninggalkan pekerjaan (untuk magang) karena bayar kuliah sendiri.,negatif
"Mungkin jika ini di terapkan akan ada plus minusnya. kebijakan ini perlu direncanakan lagi, kalau ga matang  hancur pak!",negatif
" jgn aneh2, kebijakan ini itu mending skripsi ini hapus dulu",negatif
"Oke kalo magang nya di bayar kalo sekedar magang mending kagak, kebanyak planning",negatif
"Tapi nyari tempat magang susah, anak magang juga belum tentu digaji, programnya dimatangkan dulu utk prodi prodi sosial atau eksakta",negatif
Wah mencium kenaikan biaya...,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"Tapi kalo magang kerjaannya beliin roko, buatin kopi, fotocopy berkas, ngescan, beliin cemilan, nyalin2 data. Kalo gitu2 aja selama 3 semester sih sama aja bohong. ",negatif
bagaimana pun skrng perusahaan tdk terlalu butuh pemagang,negatif
"program apa lagi sih, pendidikan membaik juga ngga. butuh sekian dekade itupun kalo rakyatnya mau bekerja sama haha",negatif
"kita pantau dulu, paling juga jadi wacana doang",negatif
"Sya sdh kerja hmpir 5 thun, kerja d 3 tmpt yg berbeda. Di 3 tmpt tmpt sya bkerja tsb sering ad mhsiswa mgang, namun pmbinaan trhdp mhsiswa tsb krg, ada mhsiswa yg sma skali g d beri tgs, ad yg cma d sruh fotokopi, ngnter srt n ad jg yg cma diem2an. Nah yg perlu d tekankan adalah kerjasama antra kmpus dg tmpt magang, agr tmpt mgang tsb mmbina mhsiswa dg baik, ilmunya d tmpt kerja tersampaikan.",negatif
"kebijakan keren, aksi nol",negatif
"pusing pak, makin rumit mau kuliah doang",negatif
Mau kuliah kok pake banyak program segala sih. belum lg keluar duit juga masihan. ekonomi indonesia belum sampe kesana pak,negatif
Semester besoknya mahasiswa udah gak kuliah keenakan magang wkwkwkw,negatif
perusahaan dapat pagawai gratis selama 18 bulan Kan lumayan tidak membayar pegawai uangnya bisa untuk jalan2 boss keluar negeri,negatif
Wkwkw magang kalo gak dibayar ya mending gak usah beratin mahasiswa malah jadinya,negatif
"Mahasiswa magang 3 semester dapet nilai, keluarannya apa untungnya? digaji juga kagak",negatif
kalo cuma sekedar nilai tp GK dapet reward yg mending gak usah,negatif
kalo ga digaji ogah,negatif
ragu sih sebenernya,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"Buset, prakteknya jadi tidak berlandaskan teori. ",negatif
"korupsi nih kayaknya, kebijakan besar begini ladang uang banget",negatif
"pusing pak, makin rumit mau kuliah doang",negatif
"Knp ga ngambil politeknik aja kalo emang ga suka teori,",negatif
bingung sama kebijakannya,negatif
"lah, kan katanya ga suka teori ngapain ngambil S1, kalo mau praktek ambil sekolah vokasi/ diploma, ",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"Saya waktu kuliah, magangnya hanya 1 bulan cukup mempersulit. keseimbangan magang sama kuliah jadi keteteran",negatif
menginspirasi menjadi gembel ?,negatif
:v iye njir magang aja 1 bulan lebih dr itu muak kalo g dpt duit mah apalagi kadang fotokopi doang,negatif
